normalized_name,firm_name_fda,gvkey,company_name_compustat,match_source,review_suggested,valid_from_year,valid_to_year,crosswalk_origin,source,n_records,match_status,n_gvkey_candidates,sic,costat,cik,cross_entity_family
THERAGENICS,Theragenics Corporation,12691.0,THERAGENICS CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,3.0,matched,1.0,3842.0,I,795551.0,False
TEVA PHARMACEUTICALS,"Teva Pharmaceuticals USA, Inc.",14538.0,TEVA PHARMACEUTICALS,compustat_exact,False,1900,2099,compustat_direct,part806_recall,21.0,matched,1.0,2834.0,A,818686.0,False
TANDEM DIABETES CARE,Tandem Diabetes Care Inc,18899.0,TANDEM DIABETES CARE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,280144.0,matched,1.0,3845.0,A,1438133.0,False
TELEFLEX MEDICAL,TELEFLEX MEDICAL INC,148254.0,TELEFLEX MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,16612.0,matched,1.0,3842.0,I,1519267.0,False
TELEFLEX,TELEFLEX LLC,10407.0,TELEFLEX INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1072.0,matched,1.0,3841.0,A,96943.0,False
SYNCARDIA SYSTEMS,SynCardia Systems Inc.,26196.0,SYNCARDIA SYSTEMS INC  -REDH,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2465.0,matched,1.0,3841.0,I,1231864.0,False
SYBRON DENTAL SPECIALTIES,Sybron Dental Specialties,141321.0,SYBRON DENTAL SPECIALTIES,compustat_exact,False,1900,2099,compustat_direct,part806_recall,21.0,matched,1.0,3843.0,I,1121302.0,False
SUNRISE MEDICAL,Sunrise Medical,10185.0,SUNRISE MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1017.0,matched,1.0,3842.0,I,720577.0,False
STRATA SKIN SCIENCES,"Strata Skin Sciences, Inc.",164293.0,STRATA SKIN SCIENCES INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3841.0,A,1051514.0,False
STEREOTAXIS,Stereotaxis Inc,160375.0,STEREOTAXIS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,54.0,matched,1.0,3845.0,A,1289340.0,False
ST FRANCIS MEDICAL TECHNOLOGIES,St. Francis Medical Technologies Inc,176355.0,ST FRANCIS MEDICAL TECH-REDH,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3841.0,I,1087325.0,False
MEDISENSE,MEDISENSE,30418.0,MEDISENSE INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,1769.0,matched,1.0,2835.0,I,922872.0,False
SPACELABS MEDICAL,Spacelabs Medical Inc.,25390.0,SPACELABS MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,182.0,matched,1.0,3845.0,I,886142.0,False
TORNIER,"Tornier, Inc",185058.0,TORNIER NV,compustat_exact,True,1900,2099,compustat_direct,part806_recall,718.0,matched,1.0,3842.0,I,,True
TRINITY BIOTECH,Trinity Biotech USA,25850.0,TRINITY BIOTECH PLC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2.0,matched,1.0,2835.0,A,888721.0,False
ULTHERA,Ulthera Inc,20413.0,ULTHERA INC  -REDH,compustat_exact,False,1900,2099,compustat_direct,part806_recall,39.0,matched,1.0,3845.0,I,1345889.0,False
ALERE,ALERE,146156.0,ALERE INC,compustat_exact,False,1900,2099,compustat_direct,part803_maude,53.0,matched,1.0,2835.0,I,1145460.0,False
ZIMMER BIOMET,"Zimmer Biomet, Inc.",144559.0,ZIMMER BIOMET HOLDINGS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,35986.0,matched,1.0,3842.0,A,1136869.0,False
ZELTIQ AESTHETICS,"Zeltiq Aesthetics, Inc",187653.0,ZELTIQ AESTHETICS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,61.0,matched,1.0,3845.0,I,1415336.0,False
VYSIS,Vysis,66416.0,VYSIS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,2835.0,I,1016794.0,False
VYCOR MEDICAL,"Vycor Medical, Inc.",182610.0,VYCOR MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3842.0,A,1424768.0,False
VOLCANO,Volcano Corp,174118.0,VOLCANO CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,757.0,matched,1.0,3845.0,I,1354217.0,False
VITAL SIGNS,Vital Signs Inc,23088.0,VITAL SIGNS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,291.0,matched,1.0,3841.0,I,865846.0,False
VIEWRAY,Viewray Incorporated,23106.0,VIEWRAY INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,12.0,matched,1.0,3845.0,A,1597313.0,False
VENTANA MEDICAL SYSTEMS,Ventana Medical Systems Inc,63385.0,VENTANA MEDICAL SYSTEM INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,183.0,matched,1.0,2835.0,I,893160.0,False
VASCULAR SOLUTIONS,"Vascular Solutions, Inc",125000.0,VASCULAR SOLUTIONS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1208.0,matched,1.0,3841.0,I,1030206.0,False
VAPOTHERM,Vapotherm,34327.0,VAPOTHERM INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,150.0,matched,1.0,3845.0,I,1253176.0,False
VALLEYLAB,"Valleylab, Inc",11092.0,VALLEYLAB INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2381.0,matched,1.0,3845.0,I,102724.0,False
VALERITAS,"Valeritas, Incorporated",23092.0,VALERITAS HOLDINGS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,734.0,matched,1.0,3841.0,I,1619250.0,False
VNUS MEDICAL TECHNOLOGIES,VNUS Medical Technologies Inc,141276.0,VNUS MEDICAL TECHNOLOGIES,compustat_exact,False,1900,2099,compustat_direct,part806_recall,156.0,matched,1.0,3845.0,I,1040666.0,False
UTAH MEDICAL PRODUCTS,"Utah Medical Products, Inc",11051.0,UTAH MEDICAL PRODUCTS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,321.0,matched,1.0,3845.0,A,706698.0,False
UROLOGIX,"Urologix, Inc.",62954.0,UROLOGIX INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,208.0,matched,1.0,3845.0,A,882873.0,False
NEVRO,NEVRO,21916.0,NEVRO CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,1810.0,matched,1.0,3845.0,I,1444380.0,False
NOMOS,NOMOS,148472.0,NOMOS CORP  -REDH,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,28.0,matched,1.0,3841.0,I,943799.0,False
THERASENSE,THERASENSE,140900.0,THERASENSE INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,1376.0,matched,1.0,3841.0,I,1073695.0,False
BIRTCHER MEDICAL SYSTEMS,BIRTCHER MEDICAL SYSTEMS,2252.0,BIRTCHER MEDICAL SYSTEMS,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,33.0,matched,1.0,3845.0,I,12288.0,False
NOVACEPT,NOVACEPT,158233.0,NOVACEPT INC-REDH,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,34.0,matched,1.0,3845.0,I,1275711.0,False
SHERWOOD MEDICAL INDUSTRIES,SHERWOOD MEDICAL INDUSTRIES,9670.0,SHERWOOD MEDICAL INDS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,34.0,matched,1.0,3841.0,I,,False
NAMIC,NAMIC,24713.0,NAMIC USA CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,35.0,matched,1.0,3841.0,I,879044.0,False
CABOT MEDICAL,CABOT MEDICAL,12622.0,CABOT MEDICAL CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,36.0,matched,1.0,3841.0,I,719073.0,False
SEAMED,SEAMED,64002.0,SEAMED CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,37.0,matched,1.0,3845.0,I,937289.0,False
FOXHOLLOW TECHNOLOGIES,FOXHOLLOW TECHNOLOGIES,161073.0,FOXHOLLOW TECHNOLOGIES INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,37.0,matched,1.0,3841.0,I,1217688.0,False
PHARMACIA,PHARMACIA,7536.0,PHARMACIA CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,38.0,matched,1.0,2834.0,I,67686.0,False
CARDIAC CONTROL SYSTEMS,CARDIAC CONTROL SYSTEMS,12163.0,CARDIAC CONTROL SYSTEMS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,38.0,matched,1.0,3845.0,I,,False
KESTRA MEDICAL TECHNOLOGIES,KESTRA MEDICAL TECHNOLOGIES,50999.0,KESTRA MEDICAL TECHNOLOG LTD,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,39.0,matched,1.0,3841.0,A,1877184.0,False
EP TECHNOLOGIES,EP TECHNOLOGIES,28692.0,EP TECHNOLOGIES INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,39.0,matched,1.0,3841.0,I,896978.0,False
VALEANT PHARMACEUTICALS,VALEANT PHARMACEUTICALS,9340.0,VALEANT PHARMACEUTICALS -OLD,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,40.0,matched,1.0,2834.0,I,930184.0,False
ADVANCED TISSUE SCIENCES,ADVANCED TISSUE SCIENCES,14836.0,ADVANCED TISSUE SCI  -CL A,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,40.0,matched,1.0,2836.0,I,829549.0,False
VIASYS HEALTHCARE,VIASYS HEALTHCARE,145854.0,VIASYS HEALTHCARE INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,43.0,matched,1.0,3841.0,I,1123361.0,False
MARQUEST MEDICAL PRODUCTS,MARQUEST MEDICAL PRODUCTS,7059.0,MARQUEST MEDICAL PRODS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,44.0,matched,1.0,3841.0,I,719497.0,False
COHESION TECHNOLOGIES,COHESION TECHNOLOGIES,113460.0,COHESION TECHNOLOGIES INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,44.0,matched,1.0,2836.0,I,1059574.0,False
I STAT,I STAT,24971.0,I-STAT CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,47.0,matched,1.0,3845.0,I,882365.0,False
ELLIPSE TECHNOLOGIES,ELLIPSE TECHNOLOGIES,26375.0,ELLIPSE TECHNOLOGIES -REDH,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,50.0,matched,1.0,3842.0,I,1337425.0,False
BIORA,BIORA,64335.0,BIORA AB,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,54.0,matched,1.0,2836.0,I,1030739.0,False
SPAN AMERICA MEDICAL SYSTEMS,SPAN AMERICA MEDICAL SYSTEMS,9916.0,SPAN-AMERICA MEDICAL SYS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,54.0,matched,1.0,3842.0,I,718924.0,False
EVEREST MEDICAL,EVEREST MEDICAL,23487.0,EVEREST MEDICAL CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,54.0,matched,1.0,3845.0,I,869426.0,False
GENENTECH,GENENTECH,5020.0,GENENTECH INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,56.0,matched,1.0,2834.0,I,318771.0,False
BIOMATRIX,BIOMATRIX,24386.0,BIOMATRIX INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,34.0,matched,1.0,2836.0,I,747952.0,False
HEART TECHNOLOGY,HEART TECHNOLOGY,25012.0,HEART TECHNOLOGY INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,33.0,matched,1.0,3845.0,I,883330.0,False
UROMED,UROMED,29874.0,UROMED CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,57.0,matched,1.0,3842.0,I,917821.0,False
INNERDYNE,INNERDYNE,24845.0,INNERDYNE INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,33.0,matched,1.0,3841.0,I,822084.0,False
SONOSITE,"SonoSite, Inc.",66728.0,SONOSITE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,36.0,matched,1.0,3845.0,I,1055355.0,False
RESEARCH MEDICAL,RESEARCH MEDICAL,9074.0,RESEARCH MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,23.0,matched,1.0,3841.0,I,83306.0,False
INFRASONICS,INFRASONICS,11750.0,INFRASONICS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,23.0,matched,1.0,3842.0,I,748618.0,False
INNOVASIVE DEVICES,INNOVASIVE DEVICES,63003.0,INNOVASIVE DEVICES INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,24.0,matched,1.0,3842.0,I,1003608.0,False
EDAP TMS,EDAP TMS,65189.0,EDAP TMS SA  -ADR,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,24.0,matched,1.0,3845.0,A,1041934.0,False
MARQUETTE MEDICAL SYSTEMS,MARQUETTE MEDICAL SYSTEMS,24651.0,MARQUETTE MEDICAL SYS,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,24.0,matched,1.0,3845.0,I,62675.0,False
VERICEL,VERICEL,64334.0,VERICEL CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,25.0,matched,1.0,2836.0,A,887359.0,False
AMERICAN STERILIZER,AMERICAN STERILIZER,1571.0,AMERICAN STERILIZER CO,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,25.0,matched,1.0,3842.0,I,5870.0,False
SURGICAL LASER TECHNOLOGIES,SURGICAL LASER TECHNOLOGIES,17232.0,SURGICAL LASER TECH INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,26.0,matched,1.0,3845.0,I,854099.0,False
ENDOCARDIAL SOLUTIONS,ENDOCARDIAL SOLUTIONS,64497.0,ENDOCARDIAL SOLUTIONS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,26.0,matched,1.0,3845.0,I,940659.0,False
XOMED SURGICAL PRODUCTS,XOMED SURGICAL PRODUCTS,63772.0,XOMED SURGICAL PRODS,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,27.0,matched,1.0,3842.0,I,1016181.0,False
MEDSOURCE TECHNOLOGIES,MEDSOURCE TECHNOLOGIES,146778.0,MEDSOURCE TECHNOLOGIES INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,28.0,matched,1.0,3841.0,I,1084726.0,False
EVEREST AND JENNINGS,EVEREST AND JENNINGS,4471.0,EVEREST&JENNINGS INTL,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,28.0,matched,1.0,3842.0,I,,False
AMERICAN WHITE CROSS,AMERICAN WHITE CROSS,25932.0,AMERICAN WHITE CROSS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,28.0,matched,1.0,3842.0,I,887622.0,False
GE HEALTHCARE TECHNOLOGIES,GE HEALTHCARE TECHNOLOGIES,41818.0,GE HEALTHCARE TECHNOLOGI INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,28.0,matched,1.0,3845.0,A,1932393.0,False
SOMNUS MEDICAL TECHNOLOGIES,SOMNUS MEDICAL TECHNOLOGIES,65788.0,SOMNUS MED TECHNOLOGIES INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,29.0,matched,1.0,3845.0,I,1026405.0,False
AMSCO,AMSCO,23787.0,AMSCO INTERNATIONAL INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,30.0,matched,1.0,3842.0,I,872463.0,False
ADVANCED BIOHEALING,ADVANCED BIOHEALING,186609.0,ADVANCED BIOHEALING  -REDH,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,30.0,matched,1.0,2836.0,I,1305108.0,False
CRYOCATH TECHNOLOGIES,CRYOCATH TECHNOLOGIES,140937.0,CRYOCATH TECHNOLOGIES INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,30.0,matched,1.0,3841.0,I,,False
DYNATRONICS,DYNATRONICS,4124.0,DYNATRONICS CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,30.0,matched,1.0,3845.0,A,720875.0,False
CARDIOMEMS,CARDIOMEMS,176974.0,CARDIOMEMS INC -REDH,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,31.0,matched,1.0,3845.0,I,1158091.0,False
AVINGER,AVINGER,22704.0,AVINGER INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,57.0,matched,1.0,3841.0,I,1506928.0,False
ASPECT MEDICAL SYSTEMS,ASPECT MEDICAL SYSTEMS,113646.0,ASPECT MEDICAL SYSTEMS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,63.0,matched,1.0,3845.0,I,886235.0,False
HOME DIAGNOSTICS,HOME DIAGNOSTICS,174454.0,HOME DIAGNOSTICS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,797.0,matched,1.0,3845.0,I,884909.0,False
LUTHER MEDICAL PRODUCTS,LUTHER MEDICAL PRODUCTS,6844.0,LUTHER MEDICAL PRODCTS,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,155.0,matched,1.0,3841.0,I,319204.0,False
GYNECARE,GYNECARE,61597.0,GYNECARE INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,159.0,matched,1.0,3841.0,I,1002243.0,False
GENZYME SURGICAL PRODUCTS,GENZYME SURGICAL PRODUCTS,121742.0,GENZYME SURGICAL PRODUCTS,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,164.0,matched,1.0,3841.0,I,,False
COBE LABORATORIES,COBE LABORATORIES,3135.0,COBE LABORATORIES INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,164.0,matched,1.0,3841.0,I,21310.0,False
HEARTPORT,HEARTPORT,62705.0,HEARTPORT INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,174.0,matched,1.0,3841.0,I,1009871.0,False
SENORX,SENORX,175084.0,SENORX INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,191.0,matched,1.0,3845.0,I,1097136.0,False
SABRATEK,SABRATEK,63117.0,SABRATEK CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,192.0,matched,1.0,3845.0,I,1012480.0,False
ENDOCHOICE,ENDOCHOICE,23889.0,ENDOCHOICE HOLDINGS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,231.0,matched,1.0,3845.0,I,1623919.0,False
VENTRITEX,VENTRITEX,24859.0,VENTRITEX INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,246.0,matched,1.0,3845.0,I,793354.0,False
TRIMEDYNE,TRIMEDYNE,10734.0,TRIMEDYNE INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,247.0,matched,1.0,3845.0,I,357001.0,False
NEUROPACE,NEUROPACE,38507.0,NEUROPACE INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,270.0,matched,1.0,3841.0,A,1528287.0,False
BIOFORM MEDICAL,BIOFORM MEDICAL,178800.0,BIOFORM MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,273.0,matched,1.0,2834.0,I,1282393.0,False
ACUSON,ACUSON,12570.0,ACUSON CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,278.0,matched,1.0,3845.0,I,717014.0,False
AEQUITRON MEDICAL,AEQUITRON MEDICAL,1151.0,AEQUITRON MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,321.0,matched,1.0,3842.0,I,736970.0,False
OLYMPUS,OLYMPUS,100686.0,OLYMPUS CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,371.0,matched,1.0,3845.0,A,1959991.0,False
SIRONA DENTAL SYSTEMS,SIRONA DENTAL SYSTEMS,174876.0,SIRONA DENTAL SYSTEMS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,382.0,matched,1.0,3843.0,I,1014507.0,False
CLOSURE MEDICAL,CLOSURE MEDICAL,63617.0,CLOSURE MEDICAL CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,417.0,matched,1.0,3842.0,I,1016006.0,False
MCGAW,MCGAW,27964.0,MCGAW INC  -CL A,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,440.0,matched,1.0,2834.0,I,883498.0,False
GENZYME BIOSURGERY,GENZYME BIOSURGERY,143176.0,GENZYME BIOSURGERY,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,537.0,matched,1.0,3841.0,I,,False
GLAUKOS,GLAUKOS,23990.0,GLAUKOS CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,575.0,matched,1.0,3841.0,A,1192448.0,False
SI BONE,SI BONE,34193.0,SI-BONE INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,702.0,matched,1.0,3842.0,A,1459839.0,False
INTERMEDICS,INTERMEDICS,6045.0,INTERMEDICS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,711.0,matched,1.0,3845.0,I,216219.0,False
INTERPORE,INTERPORE,29459.0,INTERPORE INTERNATIONAL,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,157.0,matched,1.0,3842.0,I,854093.0,False
NMT MEDICAL,NMT MEDICAL,63676.0,NMT MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,148.0,matched,1.0,3841.0,I,1017259.0,False
INARI MEDICAL,INARI MEDICAL,36236.0,INARI MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,64.0,matched,1.0,3841.0,I,1531048.0,False
INTRALASE,INTRALASE,160597.0,INTRALASE CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,143.0,matched,1.0,3845.0,I,1163848.0,False
DERMA SCIENCES,DERMA SCIENCES,30205.0,DERMA SCIENCES INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,65.0,matched,1.0,2834.0,I,892160.0,False
PRISM MEDICAL,PRISM MEDICAL,132802.0,PRISM MEDICAL LTD,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,67.0,matched,1.0,3842.0,I,,False
SOFAMOR DANEK,SOFAMOR DANEK,24038.0,SOFAMOR/DANEK GROUP INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,72.0,matched,1.0,3842.0,I,873730.0,False
PHARMACIA AND UPJOHN,PHARMACIA AND UPJOHN,11040.0,PHARMACIA & UPJOHN INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,75.0,matched,1.0,2834.0,I,949573.0,False
ORATEC INTERVENTIONS,ORATEC INTERVENTIONS,133729.0,ORATEC INTERVENTIONS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,76.0,matched,1.0,3845.0,I,1037165.0,False
ROCHE,ROCHE,25648.0,ROCHE HOLDING AG,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,77.0,matched,1.0,2834.0,A,889131.0,False
CIRCON,CIRCON,3053.0,CIRCON CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,84.0,matched,1.0,3845.0,I,719727.0,False
TUTOGEN MEDICAL,TUTOGEN MEDICAL,14487.0,TUTOGEN MEDICAL INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,87.0,matched,1.0,3842.0,I,816949.0,False
CARL ZEISS MEDITEC JENA,CARL ZEISS MEDITEC JENA,238442.0,CARL ZEISS MEDITEC AG,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,90.0,matched,1.0,3845.0,A,1411576.0,False
GLIATECH,GLIATECH,61433.0,GLIATECH INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,93.0,matched,1.0,2834.0,I,885741.0,False
BIO LOK,BIO LOK,116389.0,BIO LOK INTL INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,94.0,matched,1.0,3843.0,I,840573.0,False
ANSELL,ANSELL,14242.0,ANSELL LTD,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,94.0,matched,1.0,3842.0,A,791440.0,False
LENSAR,LENSAR,36929.0,LENSAR INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,101.0,matched,1.0,3845.0,A,1320350.0,False
TARGET THERAPEUTICS,TARGET THERAPEUTICS,24867.0,TARGET THERAPEUTICS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,109.0,matched,1.0,3841.0,I,882238.0,False
MINERVA SURGICAL,MINERVA SURGICAL,39753.0,MINERVA SURGICAL INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,111.0,matched,1.0,3841.0,A,1452965.0,False
BIONX IMPLANTS,BIONX IMPLANTS,64680.0,BIONX IMPLANTS INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,116.0,matched,1.0,3842.0,I,1030418.0,False
LASERSCOPE,LASERSCOPE,18100.0,LASERSCOPE,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,117.0,matched,1.0,3845.0,I,851737.0,False
ELECTRO BIOLOGY,ELECTRO BIOLOGY,4264.0,ELECTRO BIOLOGY INC,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,120.0,matched,1.0,3845.0,I,320574.0,False
NOVOCURE,NOVOCURE,26123.0,NOVOCURE LIMITED,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,129.0,matched,1.0,3845.0,A,1645113.0,False
U S SURGICAL,U S SURGICAL,10972.0,U S SURGICAL CORP,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,137.0,matched,1.0,3841.0,I,101788.0,False
THERMO CARDIOSYSTEMS,THERMO CARDIOSYSTEMS,15113.0,THERMO CARDIOSYSTEMS,compustat_exact,False,1900,2099,compustat_direct,part803_unmatched,139.0,matched,1.0,3845.0,I,841939.0,False
SOUND SURGICAL TECHNOLOGIES,"Sound Surgical Technologies, LLC",162574.0,SOUND SURGICAL TECH INC-REDH,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2.0,matched,1.0,3845.0,I,1311984.0,False
APP PHARMACEUTICALS,App Pharmaceuticals Llc,145512.0,APP PHARMACEUTICALS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2.0,matched,1.0,2834.0,I,1141399.0,False
SONENDO,Sonendo Inc,39860.0,SONENDO INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,3.0,matched,1.0,3843.0,A,1407973.0,False
DIAGNOSTIC PRODUCTS,Diagnostic Products Corp,3917.0,DIAGNOSTIC PRODUCTS CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,7.0,matched,1.0,2835.0,I,702259.0,False
CYNOSURE,"Cynosure, Inc.",164664.0,CYNOSURE INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,224.0,matched,1.0,3845.0,I,885306.0,False
CYGNUS,Cygnus LLC,23605.0,CYGNUS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,2.0,matched,1.0,2835.0,I,870755.0,False
CYBERKINETICS NEUROTECHNOLOGY SYSTEMS,"Cyberkinetics Neurotechnology Systems, Inc.",260759.0,CYBERKINETICS NEURO SYS INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3845.0,I,1180253.0,False
CURON MEDICAL,Curon Medical Inc,139922.0,CURON MED INC,compustat_exact,False,1900,2099,compustat_direct,part806_recall,29.0,matched,1.0,3845.0,I,1114365.0,False
CONAVI MEDICAL,Conavi Medical Inc.,179929.0,CONAVI MEDICAL CORP,compustat_exact,False,1900,2099,compustat_direct,part806_recall,1.0,matched,1.0,3845.0,A,2069519.0,False
