firm_name_fda,normalized_name,source,n_records,match_status,n_gvkey_candidates,gvkey,company_name_compustat,sic,costat,cik,cross_entity_family
STANLEY BLACK & DECKER INC.,STANLEY BLACK AND DECKER,part806_recall,1,out_of_industry,,10016.0,STANLEY BLACK & DECKER INC,3540.0,,,
"HILL-ROM CO., INC",HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
LINCARE INC.,LINCARE,part803_maude,1,out_of_industry,,25062.0,LINCARE HOLDINGS INC,8090.0,,,
Virtual Radiologic Corp.,VIRTUAL RADIOLOGIC,part806_recall,1,out_of_industry,,175949.0,VIRTUAL RADIOLOGIC CORP,8090.0,,,
HILL-ROM CORP,HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
HILL-ROM CORP.,HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
"Varian, Inc.",VARIAN,part806_recall,1,out_of_industry,,119216.0,VARIAN INC,3826.0,,,
"HILL-ROM INC,",HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
"HILL-ROM INC.,",HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
HILL-ROM INC..,HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
Stentor Inc,STENTOR,part806_recall,1,out_of_industry,,162369.0,STENTOR INC-REDH,7373.0,,,
"HILL-ROM, INC.,",HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
HILL-ROM.,HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
HILL/ROM,HILL ROM,part803_maude,1,out_of_industry,,5639.0,HILL-ROM HOLDINGS INC,2590.0,,,
Standex Intl Corp,STANDEX,part806_recall,1,out_of_industry,,10008.0,STANDEX INTERNATIONAL CORP,3670.0,,,
KENVUE LLC,KENVUE,part803_maude,1,out_of_industry,,41897.0,KENVUE INC,2840.0,,,
KIMBERLY - CLARK,KIMBERLY CLARK,part803_maude,1,out_of_industry,,6435.0,KIMBERLY-CLARK CORP,2621.0,,,
KIMBERLY CLARK INC.,KIMBERLY CLARK,part803_maude,1,out_of_industry,,6435.0,KIMBERLY-CLARK CORP,2621.0,,,
KIMBERLY- CLARK CORP.,KIMBERLY CLARK,part803_maude,1,out_of_industry,,6435.0,KIMBERLY-CLARK CORP,2621.0,,,
KIMBERLY- CLARK CORPORATION,KIMBERLY CLARK,part803_maude,1,out_of_industry,,6435.0,KIMBERLY-CLARK CORP,2621.0,,,
"Specialized Health Products, Inc.",SPECIALIZED HEALTH PRODUCTS,part806_recall,1,out_of_industry,,61462.0,SPECIALIZED HEALTH PRODUCTS,3089.0,,,
Sigma,SIGMA,part806_recall,1,out_of_industry,,9701.0,SIGMA INTL LTD,2890.0,,,
Sartorius Corporation,SARTORIUS,part806_recall,1,out_of_industry,,208821.0,SARTORIUS AG,3826.0,,,
"KIMBERLY-CLARK, CORP.",KIMBERLY CLARK,part803_maude,1,out_of_industry,,6435.0,KIMBERLY-CLARK CORP,2621.0,,,
AGILENT TECHNOLOGIES INC./US,AGILENT TECHNOLOGIES,part806_recall,1,out_of_industry,,126554.0,AGILENT TECHNOLOGIES INC,3826.0,,,
