cik,company,sic,accession,document,file_date,period_ending,items,discovery_phrase,url,lead_source,doc_chars,has_fda_context,flag_warning_letter,body_mentions_warning_letter,flag_adverse_event,body_mentions_adverse_event,flag_recall,body_mentions_recall,flag_untitled_letter,body_mentions_untitled_letter,n_flags,n_flags_incl_untitled,domain_device_hits,domain_device_lead_hits,domain_drug_hits,domain_drug_lead_hits,domain_biologic_hits,domain_biologic_lead_hits,product_domain,is_device_domain
815065,STERIS CORP  (CIK 0000815065),3842.0,0001193125-09-008008,dex991.htm,2009-01-20,2009-01-20,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/815065/000119312509008008/dex991.htm,exhibit_top,8200,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
815065,STERIS CORP  (CIK 0000815065),3842.0,0001193125-09-008008,dex992.htm,2009-01-20,2009-01-20,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/815065/000119312509008008/dex992.htm,exhibit_top,3662,True,True,True,False,False,False,False,False,False,1,1,4,2,0,0,0,0,device,True
815065,STERIS CORP  (CIK 0000815065),3842.0,0001193125-09-247822,dex991.htm,2009-12-07,2009-12-03,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/815065/000119312509247822/dex991.htm,exhibit_top,8026,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
310764,STRYKER CORP  (SYK)  (CIK 0000310764),3841.0,0001193125-10-066622,d8k.htm,2010-03-25,2010-03-23,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/310764/000119312510066622/d8k.htm,item_anchored,2109,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
310764,STRYKER CORP  (SYK)  (CIK 0000310764),3841.0,0001193125-10-066622,dex991.htm,2010-03-25,2010-03-23,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/310764/000119312510066622/dex991.htm,exhibit_top,2125,True,True,True,False,False,False,False,False,False,1,1,2,1,0,0,0,0,device,True
815065,STERIS CORP  (CIK 0000815065),3842.0,0001193125-10-087179,dex991.htm,2010-04-20,2010-04-16,5.02; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/815065/000119312510087179/dex991.htm,exhibit_top,10015,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1350653,"Alphatec Holdings, Inc.  (ATEC)  (CIK 0001350653)",3841.0,0001193125-10-152470,d8k.htm,2010-07-01,2010-06-25,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1350653/000119312510152470/d8k.htm,item_anchored,3473,True,True,True,False,True,False,False,False,False,1,1,1,0,0,0,0,0,device,True
351346,BIOMET INC  (CIK 0000351346),3842.0,0001193125-10-191135,d8k.htm,2010-08-17,2010-08-17,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/351346/000119312510191135/d8k.htm,item_anchored,2036,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
351346,BIOMET INC  (CIK 0000351346),3842.0,0001193125-10-191135,dex991.htm,2010-08-17,2010-08-17,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/351346/000119312510191135/dex991.htm,exhibit_top,2025,True,True,True,False,False,False,False,False,False,1,1,2,0,0,0,0,0,device,True
1444570,Axcan Intermediate Holdings Inc.  (CIK 0001444570),2834.0,0001193125-11-013698,d8k.htm,2011-01-25,2011-01-25,2.02; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1444570/000119312511013698/d8k.htm,item_anchored,18150,True,True,True,False,False,False,False,False,False,1,1,0,0,2,2,0,0,drug,False
351346,BIOMET INC  (CIK 0000351346),3842.0,0001193125-11-028704,dex991.htm,2011-02-09,2011-02-08,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/351346/000119312511028704/dex991.htm,exhibit_top,5713,True,True,True,False,False,False,False,False,False,1,1,3,1,0,0,0,0,device,True
815065,STERIS CORP  (CIK 0000815065),3842.0,0001193125-11-036312,d8k.htm,2011-02-15,2011-02-10,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/815065/000119312511036312/d8k.htm,item_anchored,7527,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1333248,CADENCE PHARMACEUTICALS INC  (CIK 0001333248),2834.0,0001193125-12-041381,d294643dex991.htm,2012-02-06,2012-02-06,7.01; 8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1333248/000119312512041381/d294643dex991.htm,exhibit_top,6420,True,False,False,False,False,True,True,False,False,1,1,0,0,3,2,0,0,drug,False
1323854,Warner Chilcott plc  (CIK 0001323854),2834.0,0001193125-12-111006,d314609d8k.htm,2012-03-13,2012-03-12,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1323854/000119312512111006/d314609d8k.htm,item_anchored,4434,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
815065,STERIS CORP  (CIK 0000815065),3842.0,0001193125-12-267558,d364062d8k.htm,2012-06-12,2012-05-31,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/815065/000119312512267558/d364062d8k.htm,item_anchored,7474,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1333248,CADENCE PHARMACEUTICALS INC  (CIK 0001333248),2834.0,0001193125-12-312354,d383810d8k.htm,2012-07-24,2012-07-24,7.01; 8.01,"""recall of certain""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1333248/000119312512312354/d383810d8k.htm,item_anchored,6886,True,False,False,False,False,True,True,False,False,1,1,0,0,4,2,0,0,drug,False
1136869,ZIMMER HOLDINGS INC  (ZBH)  (CIK 0001136869),3842.0,0001193125-12-411474,d418978d8k.htm,2012-10-01,2012-09-25,8.01,"""field action""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/1136869/000119312512411474/d418978d8k.htm,item_anchored,4620,True,True,True,False,False,False,True,False,False,1,1,2,0,0,0,0,0,device,True
849146,Lifevantage Corp  (LFVN)  (CIK 0000849146),2834.0,0001193125-12-492439,d448532d8k.htm,2012-12-06,2012-12-05,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/849146/000119312512492439/d448532d8k.htm,item_anchored,3296,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
815094,ABIOMED INC  (CIK 0000815094),3841.0,0001193125-13-067205,d490174d8k.htm,2013-02-20,2013-02-19,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/815094/000119312513067205/d490174d8k.htm,item_anchored,2353,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
815094,ABIOMED INC  (CIK 0000815094),3841.0,0001193125-13-067205,d490174dex991.htm,2013-02-20,2013-02-19,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/815094/000119312513067205/d490174dex991.htm,exhibit_top,1478,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1142596,NUVASIVE INC  (CIK 0001142596),3841.0,0001193125-13-111300,d503614d8k.htm,2013-03-18,2013-03-13,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1142596/000119312513111300/d503614d8k.htm,item_anchored,2842,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1100441,"RTI SURGICAL, INC.  (CIK 0001100441)",3842.0,0001193125-13-403959,d614674dex991.htm,2013-10-18,2013-10-12,1.01; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1100441/000119312513403959/d614674dex991.htm,exhibit_top,5305,True,True,True,False,False,False,False,False,False,1,1,6,1,0,0,0,0,device,True
1116463,ORASURE TECHNOLOGIES INC  (OSUR)  (CIK 0001116463),3841.0,0001193125-13-453084,d637047dex991.htm,2013-11-25,2013-11-25,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1116463/000119312513453084/d637047dex991.htm,exhibit_top,6696,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1116463,ORASURE TECHNOLOGIES INC  (OSUR)  (CIK 0001116463),3841.0,0001193125-14-003657,d654548d8k.htm,2014-01-07,2014-01-07,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1116463/000119312514003657/d654548d8k.htm,item_anchored,3005,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1116463,ORASURE TECHNOLOGIES INC  (OSUR)  (CIK 0001116463),3841.0,0001193125-14-003657,d654548dex991.htm,2014-01-07,2014-01-07,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1116463/000119312514003657/d654548dex991.htm,exhibit_top,8379,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1438133,TANDEM DIABETES CARE INC  (TNDM)  (CIK 0001438133),3841.0,0001193125-14-008063,d658941dex991.htm,2014-01-10,2014-01-10,8.01; 9.01,"""product recall""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1438133/000119312514008063/d658941dex991.htm,exhibit_top,4264,True,False,False,False,False,True,True,False,False,1,1,1,0,0,0,0,0,device,True
1438133,TANDEM DIABETES CARE INC  (TNDM)  (CIK 0001438133),3841.0,0001193125-14-016002,d660631dex991.htm,2014-01-21,2014-01-20,8.01; 9.01,"""product recall""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1438133/000119312514016002/d660631dex991.htm,exhibit_top,6659,True,False,False,False,False,True,True,False,False,1,1,1,0,0,0,0,0,device,True
1389072,"HeartWare International, Inc.  (CIK 0001389072)",3841.0,0001193125-14-224699,d736322d8k.htm,2014-06-04,2014-06-04,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1389072/000119312514224699/d736322d8k.htm,item_anchored,2299,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1389072,"HeartWare International, Inc.  (CIK 0001389072)",3841.0,0001193125-14-224699,d736322dex991.htm,2014-06-04,2014-06-04,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1389072/000119312514224699/d736322dex991.htm,exhibit_top,4071,True,True,True,False,False,False,False,False,False,1,1,2,0,0,0,0,0,device,True
1389072,"HeartWare International, Inc.  (CIK 0001389072)",3841.0,0001193125-14-288206,d766537d8k.htm,2014-07-31,2014-07-30,8.01,"""recall of certain""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1389072/000119312514288206/d766537d8k.htm,item_anchored,4539,True,False,False,False,False,True,True,False,False,1,1,1,1,0,0,0,0,device,True
937556,MASIMO CORP  (MASI)  (CIK 0000937556),3845.0,0001193125-14-310931,d776328d8k.htm,2014-08-15,2014-08-14,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/937556/000119312514310931/d776328d8k.htm,item_anchored,5582,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
937556,MASIMO CORP  (MASI)  (CIK 0000937556),3845.0,0001193125-14-310931,d776328dex991.htm,2014-08-15,2014-08-14,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/937556/000119312514310931/d776328dex991.htm,exhibit_top,9890,True,True,True,False,True,False,False,False,False,1,1,13,0,0,0,0,0,device,True
1245791,"GI DYNAMICS, INC.  (CIK 0001245791)",3841.0,0001193125-14-366411,d801640dex991.htm,2014-10-08,2014-10-06,2.02; 8.01; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/1245791/000119312514366411/d801640dex991.htm,exhibit_top,7158,True,False,False,False,False,True,True,False,False,1,1,5,1,0,0,0,0,device,True
1105184,NANOSPHERE INC  (CIK 0001105184),3841.0,0001193125-15-023553,d859550d8k.htm,2015-01-28,2015-01-22,2.02; 5.02; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1105184/000119312515023553/d859550d8k.htm,item_anchored,6691,True,True,True,False,False,False,False,False,False,1,1,2,1,0,0,0,0,device,True
1105184,NANOSPHERE INC  (CIK 0001105184),3841.0,0001193125-15-023553,d859550dex991.htm,2015-01-28,2015-01-22,2.02; 5.02; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1105184/000119312515023553/d859550dex991.htm,exhibit_top,7444,True,True,True,False,False,False,False,False,False,1,1,3,1,0,0,0,0,device,True
1105184,NANOSPHERE INC  (CIK 0001105184),3841.0,0001193125-15-023553,d859550dex992.htm,2015-01-28,2015-01-22,2.02; 5.02; 8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1105184/000119312515023553/d859550dex992.htm,exhibit_top,13541,True,True,True,False,False,False,True,False,False,1,1,8,1,0,0,0,0,device,True
9892,BARD C R INC /NJ/  (CIK 0000009892),3841.0,0001193125-15-257848,d92305d8k.htm,2015-07-21,2015-07-14,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/9892/000119312515257848/d92305d8k.htm,item_anchored,4278,True,True,True,True,True,False,False,False,False,2,2,2,1,0,0,0,0,device,True
1093557,DEXCOM INC  (DXCM)  (CIK 0001093557),3841.0,0001193125-16-537507,d176084dex991.htm,2016-04-12,2016-04-11,8.01; 9.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1093557/000119312516537507/d176084dex991.htm,exhibit_top,2739,True,False,False,False,True,True,True,False,False,1,1,1,0,0,0,0,0,device,True
1136869,"ZIMMER BIOMET HOLDINGS, INC.  (ZBH)  (CIK 0001136869)",3842.0,0001193125-16-613287,d193254d8k.htm,2016-06-06,2016-05-31,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1136869/000119312516613287/d193254d8k.htm,item_anchored,5986,True,True,True,False,False,False,False,False,False,1,1,3,1,0,0,0,0,device,True
1136869,"ZIMMER BIOMET HOLDINGS, INC.  (ZBH)  (CIK 0001136869)",3842.0,0001193125-17-201936,d364994d8k.htm,2017-06-13,2017-06-13,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1136869/000119312517201936/d364994d8k.htm,item_anchored,2791,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1136869,"ZIMMER BIOMET HOLDINGS, INC.  (ZBH)  (CIK 0001136869)",3842.0,0001193125-17-201936,d364994dex991.htm,2017-06-13,2017-06-13,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1136869/000119312517201936/d364994dex991.htm,exhibit_top,3914,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1100441,"RTI SURGICAL, INC.  (CIK 0001100441)",3842.0,0001193125-17-341812,d493608d8k.htm,2017-11-14,2017-11-09,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1100441/000119312517341812/d493608d8k.htm,item_anchored,7183,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
10456,BAXTER INTERNATIONAL INC  (BAX)  (CIK 0000010456),3841.0,0001193125-18-219421,d546747d8k.htm,2018-07-17,2018-07-17,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/10456/000119312518219421/d546747d8k.htm,item_anchored,6225,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1136869,"ZIMMER BIOMET HOLDINGS, INC.  (ZBH)  (CIK 0001136869)",3842.0,0001193125-18-258149,d605327d8k.htm,2018-08-27,2018-08-24,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1136869/000119312518258149/d605327d8k.htm,item_anchored,7731,True,True,True,False,False,False,False,False,False,1,1,3,1,0,0,0,0,device,True
1551693,"Sientra, Inc.  (CIK 0001551693)",3842.0,0001193125-19-082240,d726063d8k.htm,2019-03-21,2019-03-20,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1551693/000119312519082240/d726063d8k.htm,item_anchored,2602,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1551693,"Sientra, Inc.  (CIK 0001551693)",3842.0,0001193125-19-082240,d726063dex991.htm,2019-03-21,2019-03-20,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1551693/000119312519082240/d726063dex991.htm,exhibit_top,5622,True,True,True,False,False,False,False,False,False,1,1,4,0,0,0,0,0,device,True
794172,MERIDIAN BIOSCIENCE INC  (CIK 0000794172),2835.0,0001193125-21-263299,d183634dex991.htm,2021-09-01,2021-09-01,7.01; 9.01,"""Class I recall""; ""voluntary recall""",https://www.sec.gov/Archives/edgar/data/794172/000119312521263299/d183634dex991.htm,exhibit_top,6560,True,False,False,False,False,True,True,False,False,1,1,1,0,0,0,0,0,device,True
1484612,"Outset Medical, Inc.  (OM)  (CIK 0001484612)",3845.0,0001193125-23-183869,d511727d8k.htm,2023-07-07,2023-07-07,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1484612/000119312523183869/d511727d8k.htm,item_anchored,6335,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1819253,biote Corp.  (BTMD)  (CIK 0001819253),2833.0,0001193125-26-022818,d39808d8k.htm,2026-01-26,2026-01-26,8.01,"""voluntary recall""",https://www.sec.gov/Archives/edgar/data/1819253/000119312526022818/d39808d8k.htm,item_anchored,7418,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
1326110,"ImmunityBio, Inc.  (IBRX)  (CIK 0001326110)",2836.0,0001193125-26-142932,d70606d8k.htm,2026-04-06,2026-04-06,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1326110/000119312526142932/d70606d8k.htm,item_anchored,3566,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1368514,"ADMA BIOLOGICS, INC.  (ADMA)  (CIK 0001368514)",2836.0,0001193805-17-001080,e616248_8k-adma.htm,2017-06-12,2017-06-06,1.01; 2.01; 2.03; 5.02; 5.03; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1368514/000119380517001080/e616248_8k-adma.htm,item_anchored,15620,True,False,True,True,True,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1368514,"ADMA BIOLOGICS, INC.  (ADMA)  (CIK 0001368514)",2836.0,0001193805-18-001017,e618192_ex99-1.htm,2018-07-26,2018-07-26,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1368514/000119380518001017/e618192_ex99-1.htm,exhibit_top,10315,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,6,2,biologic,False
47518,"Hill-Rom Holdings, Inc.  (CIK 0000047518)",3841.0,0001214659-12-001204,f3121218k.htm,2012-03-19,2012-03-02,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/47518/000121465912001204/f3121218k.htm,item_anchored,4312,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1237831,GLOBUS MEDICAL INC  (GMED)  (CIK 0001237831),3841.0,0001237831-13-000046,gmed10-15x138kletter.htm,2013-10-15,2013-09-27,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1237831/000123783113000046/gmed10-15x138kletter.htm,item_anchored,5166,True,True,True,False,True,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1237831,GLOBUS MEDICAL INC  (GMED)  (CIK 0001237831),3841.0,0001237831-18-000041,gmed1113188k.htm,2018-11-13,2018-11-13,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1237831/000123783118000041/gmed1113188k.htm,item_anchored,5749,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
898437,ANIKA THERAPEUTICS INC  (ANIK)  (CIK 0000898437),3841.0,0001275287-06-003763,at6493ex991.htm,2006-07-25,2006-07-24,2.02; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/898437/000127528706003763/at6493ex991.htm,exhibit_top,17092,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
820096,PERRIGO CO  (CIK 0000820096),2834.0,0001275287-06-005908,pc7855ex991.txt,2006-11-09,2006-11-09,2.02; 9.01,"""product recall""",https://www.sec.gov/Archives/edgar/data/820096/000127528706005908/pc7855ex991.txt,exhibit_top,5989,True,False,False,False,False,True,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
320174,BSD MEDICAL CORP  (CIK 0000320174),3845.0,0001275287-07-001186,bm9248ex991.txt,2007-03-07,2007-03-05,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/320174/000127528707001186/bm9248ex991.txt,exhibit_top,2185,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
320174,BSD MEDICAL CORP  (CIK 0000320174),3845.0,0001275287-07-001738,bm9571ex991.txt,2007-04-11,2007-04-11,7.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/320174/000127528707001738/bm9571ex991.txt,exhibit_top,2481,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1297184,"Amphastar Pharmaceuticals, Inc.  (AMPH)  (CIK 0001297184)",2834.0,0001297184-26-000041,amph-20260702x8k.htm,2026-07-08,2026-07-02,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1297184/000129718426000041/amph-20260702x8k.htm,item_anchored,6628,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
864683,CYBERONICS INC  (CIK 0000864683),3845.0,0001299933-05-000062,exhibit1.htm,2005-01-05,2005-01-03,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/864683/000129993305000062/exhibit1.htm,exhibit_top,6943,True,True,True,False,False,False,False,False,False,1,1,8,4,0,0,0,0,device,True
864683,CYBERONICS INC  (CIK 0000864683),3845.0,0001299933-05-000062,htm_2501.htm,2005-01-05,2005-01-03,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/864683/000129993305000062/htm_2501.htm,item_anchored,2861,True,True,True,False,False,False,False,False,False,1,1,2,2,0,0,0,0,device,True
1000694,NOVAVAX INC  (NVAX)  (CIK 0001000694),2836.0,0001299933-05-004944,exhibit1.htm,2005-09-28,2005-09-22,1.01; 9.01,"""adverse event report""",https://www.sec.gov/Archives/edgar/data/1000694/000129993305004944/exhibit1.htm,exhibit_top,78443,True,False,False,True,True,False,False,False,False,1,1,0,0,12,0,0,0,drug,False
815838,NOVEN PHARMACEUTICALS INC  (CIK 0000815838),2834.0,0001299933-08-000182,exhibit1.htm,2008-01-10,2008-01-10,8.01; 9.01,"""product recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/815838/000129993308000182/exhibit1.htm,exhibit_top,5269,True,True,True,False,False,False,True,False,False,1,1,0,0,0,0,0,0,unspecified,False
815838,NOVEN PHARMACEUTICALS INC  (CIK 0000815838),2834.0,0001299933-08-000182,htm_24913.htm,2008-01-10,2008-01-10,8.01; 9.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/815838/000129993308000182/htm_24913.htm,item_anchored,2674,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
815838,NOVEN PHARMACEUTICALS INC  (CIK 0000815838),2834.0,0001299933-08-000577,htm_25307.htm,2008-02-01,2008-01-30,7.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/815838/000129993308000577/htm_25307.htm,item_anchored,2528,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
815838,NOVEN PHARMACEUTICALS INC  (CIK 0000815838),2834.0,0001299933-08-003765,exhibit1.htm,2008-08-06,2008-08-06,2.02,"""product recall""; ""voluntary recall""; ""warning letter""",https://www.sec.gov/Archives/edgar/data/815838/000129993308003765/exhibit1.htm,exhibit_top,23728,True,False,True,False,False,True,True,False,False,1,1,0,0,1,0,0,0,drug,False
882095,GILEAD SCIENCES INC  (GILD)  (CIK 0000882095),2836.0,0001299933-10-003535,htm_39183.htm,2010-09-29,2010-09-24,8.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/882095/000129993310003535/htm_39183.htm,item_anchored,5501,True,True,True,False,False,False,False,False,False,1,1,0,0,0,0,0,0,unspecified,False
1305773,Conformis Inc  (CIK 0001305773),3842.0,0001305773-19-000132,a20191217_form8-k.htm,2019-12-18,2019-12-17,7.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1305773/000130577319000132/a20191217_form8-k.htm,item_anchored,6059,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1305773,Conformis Inc  (CIK 0001305773),3842.0,0001305773-20-000033,form8-k_03162020.htm,2020-03-17,2020-03-13,7.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1305773/000130577320000033/form8-k_03162020.htm,item_anchored,5655,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
1305773,Conformis Inc  (CIK 0001305773),3842.0,0001305773-21-000093,cfms-20210728.htm,2021-07-30,2021-07-28,7.01,"""warning letter""",https://www.sec.gov/Archives/edgar/data/1305773/000130577321000093/cfms-20210728.htm,item_anchored,4559,True,True,True,False,False,False,False,False,False,1,1,1,0,0,0,0,0,device,True
