product_code,dev_device_name,dev_device_class,dev_medical_specialty,dev_medical_specialty_description,dev_review_panel,dev_regulation_number,dev_definition,dev_implant_flag,dev_life_sustain_support_flag,dev_gmp_exempt_flag,dev_third_party_flag,dev_summary_malfunction_reporting,dev_submission_type_id,dev_unclassified_reason,dev_device_class_num,dev_implant_flag_bool,dev_life_sustain_support_flag_bool,dev_gmp_exempt_flag_bool,dev_third_party_flag_bool
IDZ,"Cassettes, Tissue",1,PA,Pathology,PA,864.3010,,N,N,Y,N,Eligible,4,,1,False,False,True,False
EZS,"Appliance, Colostomy, Disposable",1,GU,"Gastroenterology, Urology",GU,876.5900,,N,N,N,N,Eligible,4,,1,False,False,False,False
JZS,Electrophoresis Instrumentation,1,IM,Immunology,IM,866.4500,,N,N,N,N,Eligible,4,,1,False,False,False,False
FBQ,"Trocar, Gastro-Urology",2,GU,"Gastroenterology, Urology",SU,876.5090,,N,N,N,N,Eligible,4,,2,False,False,False,False
RHR,"Laser Holographic System For Experiments, Research, Or Prototype Development",N,,Unknown,,,A laser holographic system intended to be used for experimental or research purposes; May be prototypes for later manufacturing,,,Y,,Ineligible,,,,,,True,
NKM,Mitral Valve Repair Devices,3,,Unknown,CV,,"To repair the mitral valve by coapting the valve leaflets to prevent mitral regurgitation.  These devices are different from the classified device (annuloplasty rings) in that a cardiotomy is not required to place them, some of them are placed percutaneously, and they definitely are not rings that are sewn on to the valve annulus.",Y,N,N,N,Eligible,2,,3,True,False,False,False
DND,"Radioimmunoassay, Digitoxin (125-I), Rabbit Antibody, Solid Phase Sep.",2,TX,Clinical Toxicology,TX,862.3300,,N,N,N,Y,Eligible,1,,2,False,False,False,True
NQB,"Conformer, Ophthalmic, Biological Tissue",2,OP,Ophthalmic,OP,886.3130,"The ophthalmic conformer with molded plastic and biological tissue insert is introduced temporarily between the eyeball and eyelid to maintain space in the orbital cavity, prevent closure or adhesions during the healing process following surgery, and enables positioning of biological tissue to the ocular surface without the need for sutures.",Y,N,N,N,Eligible,4,,2,True,False,False,False
HMC,"Monitor, Eye Movement, Diagnostic",2,OP,Ophthalmic,OP,886.1510,,N,N,N,Y,Eligible,1,,2,False,False,False,True
RFP,Remote Controller,N,,Unknown,,,A laser used to transmit signals and/or information in order to operate equipment or machinery remotely.,,,Y,,Ineligible,,,,,,True,
QOK,Hardware And Software For Optical Camera-Based Measurement Of Heart Rate And Respiratory Rate,2,CV,Cardiovascular,CV,870.2786,"The device uses an optical sensor system and software algorithms to obtain and analyze video signal and estimate pulse rate, heart rate, respiratory rate and/or breathing rates. This device is not intended to independently direct therapy.",N,N,N,N,Ineligible,1,,2,False,False,False,False
EBG,"Crown And Bridge, Temporary, Resin",2,DE,Dental,DE,872.3770,,N,N,N,Y,Eligible,1,,2,False,False,False,True
NSQ,"Restoration, Base Metal",N,,Unknown,DE,,"Foreign dental lab manufactured base metal restorations are crowns, bridges, inlays, and onlays that are manufactured as finished products from base metals.",N,N,N,N,Eligible,7,6,,False,False,False,False
QJL,"Splint, Intranasal Septal, Cber Led",1,EN,"Ear, Nose, Throat",EN,874.4780,"Splint, Intranasal Septal, CBER led",N,N,N,N,Ineligible,4,,1,False,False,False,False
KSY,"Boxes, View, Blood Grouping",1,HE,Hematology,HE,864.9185,,N,N,N,N,Eligible,4,,1,False,False,False,False
HFY,"Band, Tubal Occlusion",3,OB,Obstetrics/Gynecology,OB,884.5380,Call for PMAs 12/30/87 (52 FR 36883 10/1/87)),Y,N,N,N,Ineligible,2,,3,True,False,False,False
JDS,"Nail, Fixation, Bone",2,OR,Orthopedic,OR,888.3030,,Y,N,N,N,Eligible,1,,2,True,False,False,False
HYB,Eosin Y,1,HE,Hematology,PA,864.1850,,N,N,Y,N,Eligible,4,,1,False,False,True,False
FZZ,"Marker, Skin",1,SU,"General, Plastic Surgery",SU,878.4660,,N,N,N,N,Eligible,4,,1,False,False,False,False
PYC,Paracentesis Tray,1,SU,"General, Plastic Surgery",SU,878.4200,"This product code has been established in accordance with the May 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at http://www.fda.gov/downloads/MedicalDevices/DeviceRegulationandGuidance/GuidanceDocuments/ucm080217.pdf.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Ineligible,7,,1,False,False,False,False
DMF,"Gas Liquid Chromatography, Barbiturate",2,TX,Clinical Toxicology,TX,862.3150,,N,N,N,Y,Eligible,1,,2,False,False,False,True
OKV,Obstetrical Kit,2,OB,Obstetrics/Gynecology,OB,884.4520,"This product code has been established in accordance with the May 20, 1997, Guidance entitled, Convenience Kits Interim Regulatory Guidance, found at www.fda.gov/cdrh/ode/convkit.html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance",N,N,N,N,Eligible,7,,2,False,False,False,False
QDT,Shoe With Adjustable Sole Units,1,PM,Physical Medicine,PM,890.3475,Intended to adjust the foots points of contact with the ground to affect the distribution of weight/force(s) applied to a lower limb,N,N,Y,N,Ineligible,4,,1,False,False,True,False
IYD,"Generator, Low Voltage, Therapeutic X-Ray",2,RA,Radiology,RA,892.5900,,N,N,N,Y,Eligible,1,,2,False,False,False,True
DPL,"Radioimmunoassay, Digitoxin (125-I), Bovine Antibody, Charcoal Sep.",2,TX,Clinical Toxicology,TX,862.3300,,N,N,N,Y,Eligible,1,,2,False,False,False,True
GJL,Romanowsky Stains,1,HE,Hematology,HE,864.1850,,N,N,Y,N,Eligible,4,,1,False,False,True,False
MKB,"Device, Germicidal, Ultraviolet",2,HO,General Hospital,HO,880.6500,,N,N,N,Y,Eligible,1,,2,False,False,False,True
NJF,"Antibodies, Anti-Actin, Anti-Smooth Muscle",2,IM,Immunology,IM,866.5120,"The device is used for the semi-quantitative detection of  IgG antibodies to the actin component of smooth muscle in human serum as an aid in the diagnosis of certain autoimmune liver diseases, e.g. autoimmune hepatitis.",N,N,N,Y,Eligible,1,,2,False,False,False,True
HDR,"Cap, Cervical",2,OB,Obstetrics/Gynecology,OB,884.5250,,N,N,N,Y,Eligible,1,,2,False,False,False,True
IQP,"Rotator, Transverse",1,PM,Physical Medicine,PM,890.3025,,N,N,Y,N,Eligible,4,,1,False,False,True,False
OTT,Research Use Only/Microbiology,N,,Unknown,MI,,For research use only and for products imported into the US only.,N,N,Y,N,Eligible,7,6,,False,False,True,False
MSR,"Tubing, Replacement, Phacofragmentation Unit",2,OP,Ophthalmic,OP,886.4150,,N,N,N,N,Eligible,4,,2,False,False,False,False
HTS,"Knife, Orthopedic",1,OR,Orthopedic,OR,888.4540,,N,N,N,N,Eligible,4,,1,False,False,False,False
OQI,"Hip, Semi-Constrained, Cemented, Metal/Ceramic/Polymer + Additive, Porous Uncemented",2,OR,Orthopedic,OR,888.3353,"1. Non-inflammatory degenerative joint disease including osteoarthritis and avascular necrosis.  2. Rheumatoid arthritis.  3. Correction of functional deformity.  4. Treatment of non-union, femoral neck fracture, and trochanteric fractures of the proximal femur with head involvement, unmanageable by other techniques.  5. Revision procedures where other treatment or devices have failed.  Cemented and uncemented use.",Y,N,N,N,Eligible,1,,2,True,False,False,False
QSA,Circulating Tumor Cell (Ctc) Enrichment Device,2,IM,Immunology,PA,866.6110,A circulating tumor cell enrichment device is an in vitro diagnostic device used to enrich circulating tumor cells from the peripheral blood of patients diagnosed with cancer for subsequent in vitro diagnostic testing.,N,N,N,N,Ineligible,1,,2,False,False,False,False
IBD,Hyaluronidase,1,PA,Pathology,PA,864.4400,,N,N,N,N,Eligible,4,,1,False,False,False,False
NYZ,"Stimulator, Muscle, Powered, With Limited Output, For Muscle Conditioning",2,PM,Physical Medicine,PM,890.5850,"Used for muscle stimulation for muscle conditioning.  Device repeatedly contracts muscles by passing pulsed electrical current through cutaneous electrodes and into the body. Temporarily affects the stimulated muscles contractile properties, force output, and/or fatigue resistance.  Not intended to be used for medical purposes (e.g., rehabilitation), for aesthetic purposes (e.g., changing the physical appearance of the muscle or body), or for the purpose of improving athletic performance.",N,N,N,Y,Eligible,1,,2,False,False,False,True
JYC,"Cannula, Ear",1,SU,"General, Plastic Surgery",SU,878.4800,,N,N,N,N,Eligible,4,,1,False,False,False,False
DKK,"Tanks, Developing, Tlc",1,CH,Clinical Chemistry,TX,862.2270,,N,N,Y,N,Eligible,4,,1,False,False,True,False
DIY,"Gas Chromatography, Ethosuximide",2,TX,Clinical Toxicology,TX,862.3380,,N,N,N,Y,Eligible,1,,2,False,False,False,True
HST,"Apparatus, Traction, Non-Powered",1,OR,Orthopedic,NE,888.5850,,N,N,Y,N,Eligible,4,,1,False,False,True,False
NMI,"Laparoscopic Insufflator And Accessories, Reprocessed",1,OB,Obstetrics/Gynecology,OB,884.1730,,N,N,N,Y,Ineligible,1,,1,False,False,False,True
PIG,Acute Kidney Injury Test System,2,CH,Clinical Chemistry,CH,862.1220,"An acute kidney injury test system is intended to measure one or more analytes in human samples as an aid in the assessment of a patient's risk for developing acute kidney injury.  Test results are intended to be used in conjunction with other clinical and diagnostic findings, consistent with professional standards of practice, including conifmration by alternative methods.",N,N,N,N,Ineligible,1,,2,False,False,False,False
KCB,"Tube, Tonsil Suction",1,EN,"Ear, Nose, Throat",EN,874.4420,,N,N,N,N,Eligible,4,,1,False,False,False,False
NUM,"Autoantibodies, Nuclear Body Protein, Sp100",2,IM,Immunology,IM,866.5090,"THE DEVICE IS USED FOR THE DETECTION, IN HUMAN SERUM OR PLASMA, OF AUTOANTIBODIES TO SP100 (NUCLEAR BODY PROTEIN SP100) AS AN AID IN THE DIAGNOSIS OF PRIMARY BILIARY CIRRHOSIS.",N,N,N,Y,Eligible,1,,2,False,False,False,True
HIH,Hysteroscope (And Accessories),2,OB,Obstetrics/Gynecology,OB,884.1690,,N,N,N,Y,Ineligible,1,,2,False,False,False,True
DKQ,"Antiserum, Digitoxin",2,TX,Clinical Toxicology,TX,862.3300,,N,N,N,Y,Eligible,1,,2,False,False,False,True
DOS,"Thin Layer Chromatography, Primidone",2,TX,Clinical Toxicology,TX,862.3680,,N,N,N,Y,Eligible,1,,2,False,False,False,True
RHL,Laser Therapy Product,N,,Unknown,,,"Non-surgical laser used on parts of the human body for therapeutic uses, such as pain management.",,,N,,Ineligible,,,,,,False,
EWY,"Mediastinoscope, Surgical",2,EN,"Ear, Nose, Throat",EN,874.4720,"If the device is reusable, validated reprocessing instructions and reprocessing validation data for this device type must be included in a 510(k) submission (82 FR 26807, available at https://www.gpo.gov/fdsys/pkg/FR-2017-06-09/pdf/2017-12007.pdf).",N,N,N,N,Ineligible,1,,2,False,False,False,False
QNP,Gastrointesinal Lesion Software Detection System,2,GU,"Gastroenterology, Urology",GU,876.1520,A gastrointestinal lesion software detection system is a computer-assisted detection device used in conjunction with endoscopy for the detection of abnormal lesions in the gastrointestinal tract. This device with advanced software algorithms brings attention to images to aid in the detection of lesions. The device may contain hardware to support interfacing with an endoscope.,N,N,N,N,Ineligible,1,,2,False,False,False,False
JPB,Hemoglobin M,2,HE,Hematology,HE,864.7415,,N,N,N,Y,Eligible,1,,2,False,False,False,True
KGK,"Gas, Collecting Vessel",1,AN,Anesthesiology,AN,868.1575,,N,N,N,N,Eligible,4,,1,False,False,False,False
KAS,"Knife, Nasal",1,EN,"Ear, Nose, Throat",EN,874.4420,,N,N,N,N,Eligible,4,,1,False,False,False,False
MSY,"Strip, Test, Reagent, Residuals For Dialysate, Disinfectant",2,GU,"Gastroenterology, Urology",GU,876.5665,,N,Y,N,N,Ineligible,1,,2,False,True,False,False
PHC,Infusion Safety Management Software,2,HO,General Hospital,HO,880.5725,"Infusion safety management software is a prescription device intended for use with infusion pumps and may include one or more of the following capabilities: prepopulation of infusion programming parameters, data retrieval and analysis for tracking and trending, drug infusion error reduction algorithms, and alarm transmission.",N,N,N,N,Ineligible,1,,2,False,False,False,False
DFL,"Igm, Ferritin, Antigen, Antiserum, Control",2,IM,Immunology,IM,866.5550,,N,N,N,Y,Eligible,1,,2,False,False,False,True
KTJ,"System, Test, Alpha-Fetoprotein, Ria",3,,Unknown,IM,,,N,N,N,N,Ineligible,2,,3,False,False,False,False
QTW,Digital Amsler Grid,1,OP,Ophthalmic,OP,886.1330,A Digital Amsler grid is intended as an aid in detection of central visual irregularities caused by changes in the visual pathway in patients.,N,N,N,N,Ineligible,4,,1,False,False,False,False
HTO,Reamer,1,OR,Orthopedic,OR,888.4540,,N,N,N,N,Eligible,4,,1,False,False,False,False
KWA,"Prosthesis, Hip, Semi-Constrained (Metal Uncemented Acetabular Component)",3,OR,Orthopedic,OR,888.3330,,Y,N,N,N,Eligible,2,,3,True,False,False,False
OYU,"Dna-Probe Kit, Human Chromosome",2,IM,Immunology,PA,866.4700,"Detection of alpha satellite sequences in the centromere regions of human chromosomes in conjunction with routine diagnostic cytgenetic testing.  It is indicated for use as an adjunct to standard cytogenetic methaphase analysis a identifying and enumerating human chromosomes via fluorescence in situ hybridization (FISH) in metaphase cells and interphase nuclei of human cells.  It is not intended to be used as a stand alone assay for test reporting or clinical diagnosis.  FISH results are intended to be reported and interpreted only in conjunction with results of standard cytogenetic analysis, performed concurrently, utilizing the same patient specimen.",N,N,N,N,Eligible,1,,2,False,False,False,False
MUU,"System, Suction, Lipoplasty",2,SU,"General, Plastic Surgery",SU,878.5040,"See Federal Register Notice at 86 FR 50887 Consolidation of Devices That Process Autologous Human Cells, Tissues, and Cellular and Tissue-Based Products at the Point of Care to Produce a Therapeutic Article (FRN) (FDA-2021-N-0881).",N,N,N,N,Eligible,1,,2,False,False,False,False
GGP,"Test, Qualitative And Quantitative Factor Deficiency",2,HE,Hematology,HE,864.7290,,N,N,N,Y,Eligible,1,,2,False,False,False,True
CZM,"Iga, Ferritin, Antigen, Antiserum, Control",2,IM,Immunology,IM,866.5510,,N,N,N,Y,Eligible,1,,2,False,False,False,True
OAN,"Orthosis, Cranial, Laser Scan",2,NE,Neurology,NE,882.5970,"A cranial orthosis is a device that is intended for medical purposes to apply pressure to prominent regions of an infant's cranium in order to improve cranial symmetry and/or shape.  A laser scanning accessory may be used to create a scan of the infant's head.  Indicated for infants from 3 to 18 months of age, with moderate to severe nonsynostotic positional plagiocephaly, including infants with plagiocephalic-, brachycephalic-, and scaphocephalic-shaped heads.",N,N,N,N,Eligible,1,,2,False,False,False,False
HAB,"Saw, Powered, And Accessories",1,SU,"General, Plastic Surgery",SU,878.4820,,N,N,N,N,Eligible,4,,1,False,False,False,False
OEQ,Angiography/Angioplasty Kit,2,CV,Cardiovascular,CV,870.1650,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
EWT,"Device, Antichoke, Suction",3,EN,"Ear, Nose, Throat",EN,874.5350,Call for PMAs on 7/13/99 per 64 FR 18329 on 4/14/99,N,N,N,N,Eligible,2,,3,False,False,False,False
KBP,"Hook, Tonsil Suturing",1,EN,"Ear, Nose, Throat",EN,874.4420,,N,N,N,N,Eligible,4,,1,False,False,False,False
MJF,"Check Valve, Retrograde Flow (In-Line)",2,HO,General Hospital,HO,880.5440,,N,N,N,Y,Eligible,1,,2,False,False,False,True
HBP,"Clip, Implanted Malleable",2,NE,Neurology,NE,882.5225,,Y,N,N,N,Eligible,1,,2,True,False,False,False
POS,Physiological Signal Based Seizure Monitoring System,2,NE,Neurology,NE,882.1580,"The Physiological signal based seizure monitoring system is a prescription device that uses physiological signal to identify abnormal physiological activity that may be associated with a seizure. The System does not predict seizure onsets, and is not intended as a standalone seizure monitoring device.",N,N,N,N,Eligible,1,,2,False,False,False,False
MJS,"Contrast Media, Ultrasound",3,,Unknown,RA,,,N,N,N,N,Eligible,2,,3,False,False,False,False
OXJ,"Mesh, Surgical, Non-Absorbable, Large Abdominal Wall Defects",2,SU,"General, Plastic Surgery",SU,878.3300,For reinforcement of soft tissue where weakness exists in abdominal wall defects.,Y,N,N,N,Ineligible,1,,2,True,False,False,False
QVS,Breast Implant Suction Retrieval Device,2,SU,"General, Plastic Surgery",SU,878.4675,A breast implant suction retrieval system is a prescription surgical device that uses vacuum suction to assist in the removal and containment of a ruptured silicone breast implant.,N,N,N,N,Ineligible,1,,2,False,False,False,False
DOF,"Lead, Atomic Absorption",2,TX,Clinical Toxicology,TX,862.3550,,N,N,N,N,Ineligible,1,,2,False,False,False,False
MXP,Bone Particle Collector,1,EN,"Ear, Nose, Throat",EN,874.4800,,N,N,N,N,Eligible,4,,1,False,False,False,False
JSW,"Kit, Identification, Glucose Nonfermenter",1,MI,Microbiology,MI,866.2660,,N,N,N,N,Eligible,4,,1,False,False,False,False
DJK,"Digitoxin Control Serum, Ria",1,TX,Clinical Toxicology,TX,862.3280,,N,N,N,N,Eligible,4,,1,False,False,False,False
OED,Antimicrobial Blood Pressure Cuff,2,CV,Cardiovascular,CV,870.1120,Device is a replacement cuff to be used in conjunction with a non-invasive blood pressure monitor.  Together the devices determine blood pressures and heart rate.  This particular cuff contains an embedded antimicrobial.  A blood pressure cuff is a device that has an inflatable bladder in an elastic sleeve(cuff) with a mechanism for inflating the bladder.  The cuff is used to determine a subject's blood pressure.,N,N,N,Y,Eligible,1,,2,False,False,False,True
EQL,Laryngostroboscope,1,EN,"Ear, Nose, Throat",EN,874.4750,,N,N,N,N,Eligible,4,,1,False,False,False,False
PBP,Rectal Insert,2,GU,"Gastroenterology, Urology",GU,876.5980,Acts as a barrier to the passage of fecal matter through the rectum.,N,N,N,Y,Eligible,1,,2,False,False,False,True
LGM,"Chamber, Patient Isolation",2,HO,General Hospital,HO,880.5450,,N,N,N,Y,Eligible,1,,2,False,False,False,True
LKP,"Anti-Sm Antibody, Antigen And Control",2,IM,Immunology,IM,866.5100,,N,N,N,Y,Eligible,1,,2,False,False,False,True
MYR,"Test, Donor, Syphilis, Antigens, Treponemal",2,MI,Microbiology,IM,866.3830,,N,N,N,N,Eligible,1,,2,False,False,False,False
HAO,"Instrument, Surgical, Non-Powered",1,NE,Neurology,NE,882.4535,,N,N,N,N,Eligible,4,,1,False,False,False,False
HKZ,"Sterilizer, Tonometer",1,OP,Ophthalmic,OP,886.1940,,N,N,N,N,Eligible,4,,1,False,False,False,False
QGJ,Corneal Inlay Inserter Handle,1,OP,Ophthalmic,OP,886.4355,The corneal inlay inserter handle is a hand-held device intended to be used as an accessory to a corneal inlay inserter. The device extends the length of the inlay inserter to aid in delivering the inlay implant.,N,N,N,N,Ineligible,4,,1,False,False,False,False
HSP,"Splint, Traction",1,OR,Orthopedic,OR,888.5890,,N,N,Y,N,Eligible,4,,1,False,False,True,False
JTO,"Discs, Strips And Reagents, Microorganism Differentiation",1,MI,Microbiology,MI,866.2660,,N,N,N,N,Eligible,4,,1,False,False,False,False
GAW,"Suture, Nonabsorbable, Synthetic, Polypropylene",2,SU,"General, Plastic Surgery",SU,878.5010,,Y,N,N,N,Ineligible,1,,2,True,False,False,False
DOH,"Electrometry, Cholinesterase",1,TX,Clinical Toxicology,TX,862.3240,,N,N,N,N,Eligible,4,,1,False,False,False,False
DDS,"Prealbumin, Fitc, Antigen, Antiserum, Control",1,IM,Immunology,IM,866.5060,,N,N,N,N,Eligible,4,,1,False,False,False,False
JSY,"Kit, Identification, Mycobacteria",1,MI,Microbiology,MI,866.2660,,N,N,N,N,Eligible,4,,1,False,False,False,False
KEQ,"Media, Mounting, Water Soluble",1,PA,Pathology,PA,864.4010,,N,N,Y,N,Eligible,4,,1,False,False,True,False
KPW,"Device, Beam Limiting, X-Ray, Diagnostic",2,RA,Radiology,RA,892.1610,,N,N,N,N,Eligible,4,,2,False,False,False,False
HRD,"Sterilizer, Soft-Lens, Thermal, Ac-Powered",2,OP,Ophthalmic,OP,886.5928,,N,N,N,Y,Eligible,1,,2,False,False,False,True
PLX,Tear Duct Occluder,1,OP,Ophthalmic,OP,886.5838,A nasolacrimal compression device is a device used to compress the nasolacrimal ducts to reduce drainage by means of temporary occlusion of the nasolacrimal system.  The device may include a nose piece attached to a frame to apply pressure to the duct.,N,N,N,N,Eligible,4,,1,False,False,False,False
DLH,"Gas Chromatography, Alcohol",2,TX,Clinical Toxicology,TX,862.3040,,N,N,N,Y,Eligible,1,,2,False,False,False,True
NZF,"Static Electricity-Emitting Device, Cosmetic Use",N,,Unknown,SU,,Intended for relaxation and cosmetic use.,N,N,N,N,Eligible,7,6,,False,False,False,False
OIW,"Software, Similarity Score Algorithm, Tissue Of Origin For Malignant Tumor Types",2,TX,Clinical Toxicology,TX,862.3100,This test is intended to measure the degree of similarity between the RNA expression pattern in a patient?s fresh-frozen tumor and the RNA expression patterns in a database of tumor samples for some common malignant tumor types that were diagnosed according to then current clinical and pathological practice. The test result is intended for use in the context of the patient?s clinical history and other diagnostic tests evaluated by a qualified clinician.  The test is not intended to establish the origin of tumors (e.g. carcinoma of unknown primary) that cannot be diagnosed according to current clinical and pathological practice.,N,N,N,Y,Eligible,1,,2,False,False,False,True
MTQ,"Software, Blood Virus Applications",N,,Unknown,HE,,,N,N,N,N,Eligible,3,4,,False,False,False,False
DDO,"Myoglobin, Rhodamine, Antigen, Antiserum, Control",2,IM,Immunology,IM,866.5680,,N,N,N,Y,Eligible,1,,2,False,False,False,True
OSU,Dengue Serological Reagents,2,MI,Microbiology,MI,866.3945,"Dengue virus serological reagents are devices that consist of antigens and antisera for the detection of anti-dengue antibodies, individuals that have signs and symptoms consistent with dengue. The detection aids in the clinical laboratory diagnosis of dengue fever or dengue hemorrhagic fever caused by dengue  virus. The device is intended for use in the presumptive diagnosis of patients in conjunction with other clinical and laboratory findings.",N,N,N,N,Eligible,1,,2,False,False,False,False
HFN,"Transducer, Pressure, Intrauterine",2,OB,Obstetrics/Gynecology,OB,884.2700,,N,N,N,Y,Ineligible,1,,2,False,False,False,True
JOM,"Plethysmograph, Photoelectric, Pneumatic Or Hydraulic",2,CV,Cardiovascular,CV,870.2780,,N,N,N,Y,Eligible,1,,2,False,False,False,True
PGO,Anti-Stick Glass Syringe,N,,Unknown,HO,,"Single use devices that are indicated for use as an accessory with sterile 1ML long staked needle prefilled ISO standard glass syringes to aid in the protection of healthcare professionals, patients who self-inject, doctor prescribed medications, and individuals that assist self-injecting patients from accidental needle sticks.   Can be used on a wide range of patients including children and adults.",N,N,N,N,Eligible,3,3,,False,False,False,False
LSQ,"Reagent, Rickettsia Serological",1,MI,Microbiology,MI,866.3500,,N,N,N,N,Eligible,4,,1,False,False,False,False
EIF,"Accessories, Retractor, Dental",1,DE,Dental,DE,872.4565,,N,N,N,N,Eligible,4,,1,False,False,False,False
QSW,Endoscopic Traction Device,2,GU,"Gastroenterology, Urology",GU,876.4410,"An endoscopic traction device is a prescription device that is endoscopically applied to retract tissue in the gastrointestinal tract during dissection procedures to  increase visualization of the dissection plane and assist in tissue resection, exposure, and removal.",N,N,N,N,Ineligible,1,,2,False,False,False,False
FRP,"Holder, Infant Position",1,HO,General Hospital,HO,880.5680,,N,N,Y,Y,Eligible,1,,1,False,False,True,True
PWH,Administrations Sets With Neuraxial Connectors,2,HO,General Hospital,HO,880.5440,The connector for neuraxial applications is intended to facilitate ANSI/AAMI/ISO 80369-6:2016 compliant neuraxial  specific connections.,N,N,N,N,Eligible,1,,2,False,False,False,False
ODC,Endoscope Channel Accessory,2,GU,"Gastroenterology, Urology",GU,876.1500,To give the endoscope channel additional or improved functionality.,N,N,N,N,Eligible,1,,2,False,False,False,False
KYS,"Insoles, Medical",1,HO,General Hospital,HO,880.6280,,N,N,N,N,Eligible,4,,1,False,False,False,False
JZT,Fluorometer,1,IM,Immunology,IM,866.4520,,N,N,N,N,Eligible,4,,1,False,False,False,False
LHK,"Antigen, Id, Candida Albicans",2,MI,Microbiology,MI,866.3165,,N,N,N,N,Eligible,4,,2,False,False,False,False
RFN,Fiber Optic Communication And Data Transfer,N,,Unknown,,,A laser used in fiber optic communications to transmit data and information.,,,Y,,Ineligible,,,,,,True,
QJI,Interoperable Automated Glycemic Controller,2,CH,Clinical Chemistry,CH,862.1356,"An interoperable automated glycemic controller is a device intended to automatically calculate drug doses based on inputs such as glucose and other relevant physiological parameters, and to command the delivery of such drug doses from a connected infusion pump. Interoperable automated glycemic controllers are designed to reliably and securely communicate with digitally connected devices to allow drug delivery commands to be sent, received, executed, and confirmed. Interoperable automated glycemic controllers are intended to be used in conjunction with digitally connected devices for the purpose of maintaining glycemic control.",N,N,N,N,Ineligible,1,,2,False,False,False,False
EHY,"Tray, Impression, Preformed",1,DE,Dental,DE,872.6880,,N,N,Y,N,Eligible,4,,1,False,False,True,False
ELN,"Teeth, Preformed Gold Denture",1,DE,Dental,DE,872.3580,,N,N,N,N,Eligible,4,,1,False,False,False,False
LFE,"Solution, Cold Sterilizing",2,HO,General Hospital,DE,880.6885,,N,N,N,Y,Eligible,1,,2,False,False,False,True
JOX,"Analyzer, Heparin, Automated",2,HE,Hematology,HE,864.5680,,N,N,N,Y,Eligible,1,,2,False,False,False,True
OYE,Flow Cytometric Reagents And Accessories.,2,HE,Hematology,HE,864.5220,To identify and classify cells or other particles in suspension by their inherent physical properties or associated fluorescent molecules in order to provide information about the distribution or  number cells in suspension or their level of protein expression. These characteristics may aid in the diagnosis of conditions such as  immunodeficiency and cancer.,N,N,N,Y,Ineligible,1,,2,False,False,False,True
PZW,"Catheter Access Cover, Tamper-Resistant",2,HO,General Hospital,HO,880.5970,A tamper resistant catheter access cover is intended to control unauthorized access to a central venous catheter,N,N,N,N,Ineligible,1,,2,False,False,False,False
MTF,"Total, Prostate Specific Antigen (Noncomplexed & Complexed) For Detection Of Prostate Cancer",3,,Unknown,IM,,,N,N,N,N,Ineligible,2,,3,False,False,False,False
MTZ,"Wrap, Implant, Orbital",2,OP,Ophthalmic,OP,886.3320,,Y,N,N,N,Eligible,1,,2,True,False,False,False
JLJ,"Uridine-5-Diphosphoglucose, Nad (U.V.), Alpha-D Galactose-1-Phosphate",2,CH,Clinical Chemistry,CH,862.1315,,N,N,N,Y,Eligible,1,,2,False,False,False,True
OIC,Blood Alcohol Kit (Excludes Hiv Testing),2,TX,Clinical Toxicology,CH,862.3040,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
KHS,"Enzymatic, Carbon-Dioxide",2,CH,Clinical Chemistry,CH,862.1160,,N,N,N,Y,Eligible,1,,2,False,False,False,True
OEZ,Cardiovascular Procedure Kit,2,CV,Cardiovascular,CV,870.1200,"This product code has been established in accordance with the may 20, 1997, guidance entitled, convenience kits interim regulatory guidance, found at www.Fda.Gov/cdrh/ode/convkit.Html.  This type of convenience kit, as listed in the guidance above, is under enforcement discretion, and does not require a premarket notification (510(k)) to market if it meets all criteria in the guidance.",N,N,N,N,Eligible,7,,2,False,False,False,False
BSJ,"Mask, Gas, Anesthetic",1,AN,Anesthesiology,AN,868.5550,,N,N,N,N,Eligible,4,,1,False,False,False,False
CAX,"Flowmeter, Tube, Thorpe, Back-Pressure Compensated",1,AN,Anesthesiology,AN,868.2340,,N,N,N,N,Eligible,4,,1,False,False,False,False
HMG,"Stand, Instrument, Ophthalmic, Non-Powered",1,OP,Ophthalmic,OP,886.1860,,N,N,N,N,Eligible,4,,1,False,False,False,False
DKS,"Plate, Silica Gel, Tlc",1,CH,Clinical Chemistry,TX,862.2270,,N,N,N,N,Eligible,4,,1,False,False,False,False
